Reference,Pin,Pin name,Group,Disposition,Owner/status
U1,N9,DXN_0,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
J2,38,PAD_38_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,39,PAD_39_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,40,PAD_40_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,41,PAD_41_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,42,PAD_42_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,43,PAD_43_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,44,PAD_44_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,45,PAD_45_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,46,PAD_46_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,47,PAD_47_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,48,PAD_48_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,49,PAD_49_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,50,PAD_50_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,51,PAD_51_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,52,PAD_52_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,53,PAD_53_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,54,PAD_54_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,55,PAD_55_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,56,PAD_56_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,57,PAD_57_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,58,PAD_58_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,59,PAD_59_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,60,PAD_60_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,61,PAD_61_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,62,PAD_62_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,63,PAD_63_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,64,PAD_64_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,65,PAD_65_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,66,PAD_66_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,67,PAD_67_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,68,PAD_68_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,69,PAD_69_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,70,PAD_70_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,71,PAD_71_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,72,PAD_72_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,73,PAD_73_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,74,PAD_74_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,75,PAD_75_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,76,PAD_76_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,77,PAD_77_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,78,PAD_78_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,79,PAD_79_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,80,PAD_80_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,1,PAD_1_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,2,PAD_2_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,3,PAD_3_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,4,PAD_4_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,5,PAD_5_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,6,PAD_6_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,7,PAD_7_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,8,PAD_8_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,9,PAD_9_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,10,PAD_10_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,11,PAD_11_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,12,PAD_12_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,13,PAD_13_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,14,PAD_14_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,15,PAD_15_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,16,PAD_16_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,17,PAD_17_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,18,PAD_18_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,19,PAD_19_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J3,SH,PAD_SH_TBD,micro-HDMI reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U5,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,3,UNASSIGNED_3,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,4,UNASSIGNED_4,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,5,UNASSIGNED_5,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,6,UNASSIGNED_6,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,7,UNASSIGNED_7,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,8,UNASSIGNED_8,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,9,UNASSIGNED_9,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,10,UNASSIGNED_10,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
U5,11,UNASSIGNED_11,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1011,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1011,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1012,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1012,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1013,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1013,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1014,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1014,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1015,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1015,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1016,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1016,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1017,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1017,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1018,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1018,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1019,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1019,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1020,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1020,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1021,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1021,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1022,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1022,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R926,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R926,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R927,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R927,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R928,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R928,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R929,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R929,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R930,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R930,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R931,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R931,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R932,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R932,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R933,1,UNASSIGNED_1,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
R933,2,UNASSIGNED_2,Recording memory reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item
C1101,1,1,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
C1101,2,2,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
C1102,1,1,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
C1102,2,2,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
C1103,1,1,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
C1103,2,2,Interface support reservation,UNRESOLVED,UNRESOLVED SPACE RESERVATION
